"game_id","league","period","event_num","clock","description","locX","locY","opt1","opt2","event_action_type","event_type","team_id","offense_team_id","player1_id","player2_id","player3_id","home_score","away_score","order"
"0042100401","NBA",1,2,"12:00","Start Period",0,-80,0,0,0,12,0,0,0,NA,NA,0,0,20000
"0042100401","NBA",1,4,"11:57","Jump Ball Williams III vs Looney (Smart gains possession)",0,-80,0,0,0,10,1610612738,1610612738,1629057,203935,1626172,0,0,60000
"0042100401","NBA",1,7,"11:42","[BOS] Tatum Step Back Jump shot: Missed",-120,173,2,0,80,2,1610612738,1610612738,1628369,NA,NA,0,0,70000
"0042100401","NBA",1,8,"11:40","[GSW] Curry Rebound (Off:0 Def:1)",-120,173,0,0,0,4,1610612744,1610612738,201939,NA,NA,0,0,80000
"0042100401","NBA",1,9,"11:25","[GSW] Wiggins 3pt Shot: Missed",-11,267,3,0,1,2,1610612744,1610612744,203952,NA,NA,0,0,90000
"0042100401","NBA",1,10,"11:23","[BOS] Horford Rebound (Off:0 Def:1)",-11,267,0,0,0,4,1610612738,1610612744,201143,NA,NA,0,0,100000
"0042100401","NBA",1,11,"11:15","[BOS] Tatum 3pt Shot: Missed",89,250,3,0,1,2,1610612738,1610612738,1628369,NA,NA,0,0,110000
"0042100401","NBA",1,12,"11:15","[GSW] Team Rebound",89,250,0,0,0,4,1610612744,1610612738,0,NA,NA,0,0,120000
"0042100401","NBA",1,13,"11:15","Stoppage: Out-of-Bounds",0,-80,0,0,3,20,0,1610612744,0,NA,NA,0,0,130000
"0042100401","NBA",1,14,"11:06","[GSW] Curry 3pt Shot: Missed",40,259,3,0,79,2,1610612744,1610612744,201939,NA,NA,0,0,140000
"0042100401","NBA",1,15,"11:03","[GSW] Looney Rebound (Off:1 Def:0)",40,259,1,0,0,4,1610612744,1610612744,1626172,NA,NA,0,0,150000
"0042100401","NBA",1,16,"11:02","[GSW 3-0] Curry 3pt Shot: Made (3 PTS) Assist: Looney (1 AST)",38,257,3,0,1,1,1610612744,1610612744,201939,1626172,NA,3,0,160000
"0042100401","NBA",1,18,"10:44","Stoppage: Out-of-Bounds",0,-80,0,0,3,20,0,1610612738,0,NA,NA,3,0,180000
"0042100401","NBA",1,19,"10:30","[BOS] Brown Pullup Jump shot: Missed",113,124,2,0,79,2,1610612738,1610612738,1627759,NA,NA,3,0,190000
"0042100401","NBA",1,20,"10:28","[BOS] Team Rebound",113,124,1,0,0,4,1610612738,1610612738,0,NA,NA,3,0,200000
"0042100401","NBA",1,21,"10:28","Stoppage: Out-of-Bounds",0,-80,0,0,3,20,0,1610612738,0,NA,NA,3,0,210000
"0042100401","NBA",1,22,"10:19","[BOS 3-3] Tatum 3pt Shot: Made (3 PTS) Assist: Horford (1 AST)",-151,234,3,0,1,1,1610612738,1610612738,1628369,201143,NA,3,3,220000
"0042100401","NBA",1,24,"10:01","[GSW 5-3] Wiggins Cutting Layup Shot: Made (2 PTS) Assist: Looney (2 AST)",45,31,2,0,98,1,1610612744,1610612744,203952,1626172,NA,5,3,240000
"0042100401","NBA",1,26,"09:50","[BOS 6-5] Smart 3pt Shot: Made (3 PTS) Assist: Tatum (1 AST)",152,211,3,0,1,1,1610612738,1610612738,203935,1628369,NA,5,6,260000
"0042100401","NBA",1,28,"09:35","[GSW] Looney Jump Shot: Missed",163,-12,2,0,1,2,1610612744,1610612744,1626172,NA,NA,5,6,280000
"0042100401","NBA",1,29,"09:32","[BOS] Brown Rebound (Off:0 Def:1)",163,-12,0,0,0,4,1610612738,1610612744,1627759,NA,NA,5,6,290000
"0042100401","NBA",1,30,"09:23","[BOS] Smart 3pt Shot: Missed",228,-20,3,0,1,2,1610612738,1610612738,203935,NA,NA,5,6,300000
"0042100401","NBA",1,31,"09:21","[GSW] Green Rebound (Off:0 Def:1)",228,-20,0,0,0,4,1610612744,1610612738,203110,NA,NA,5,6,310000
"0042100401","NBA",1,32,"09:17","[GSW 8-6] Thompson 3pt Shot: Made (3 PTS) Assist: Curry (1 AST)",-228,49,3,1,2,1,1610612744,1610612744,202691,201939,NA,8,6,320000
"0042100401","NBA",1,34,"09:00","[GSW] Wiggins Foul: Personal (1 PF) (M Davis)",181,151,0,0,1,6,1610612744,1610612738,203952,NA,1628369,8,6,340000
"0042100401","NBA",1,36,"08:51","[BOS 9-8] Smart 3pt Shot: Made (6 PTS) Assist: Tatum (2 AST)",154,225,3,0,1,1,1610612738,1610612738,203935,1628369,NA,8,9,360000
"0042100401","NBA",1,38,"08:35","[GSW 10-9] Curry Cutting Layup Shot: Made (5 PTS) Assist: Green (1 AST)",27,-3,2,0,98,1,1610612744,1610612744,201939,203110,NA,10,9,380000
"0042100401","NBA",1,40,"08:17","[BOS] Smart 3pt Shot: Missed",-181,195,3,0,1,2,1610612738,1610612738,203935,NA,NA,10,9,400000
"0042100401","NBA",1,41,"08:15","[GSW] Wiggins Rebound (Off:0 Def:1)",-181,195,0,0,0,4,1610612744,1610612738,203952,NA,NA,10,9,410000
"0042100401","NBA",1,42,"08:11","[GSW] Wiggins Running Jump Shot: Missed",54,31,2,1,2,2,1610612744,1610612744,203952,NA,1629057,10,9,420000
"0042100401","NBA",1,43,"08:10","[BOS] Williams III Rebound (Off:0 Def:1)",54,31,0,0,0,4,1610612738,1610612744,1629057,NA,NA,10,9,430000
"0042100401","NBA",1,57,"08:10","[BOS] Williams III Turnover : Step Out of Bounds Turnover (1 TO)",-125,880,0,0,39,5,1610612738,1610612738,1629057,NA,NA,10,9,435000
"0042100401","NBA",1,45,"08:08","[GSW 12-9] Wiggins Cutting Layup Shot: Made (4 PTS) Assist: Curry (2 AST)",-49,23,2,0,98,1,1610612744,1610612744,203952,201939,NA,12,9,440000
"0042100401","NBA",1,47,"07:53","[GSW] Curry Foul: Shooting (1 PF) (2 FTA) (J Williams)",1,90,0,0,2,6,1610612744,1610612738,201939,NA,1628369,12,9,460000
"0042100401","NBA",1,49,"07:53","[BOS] Tatum Free Throw 1 of 2 Missed",0,-80,2,0,11,3,1610612738,1610612738,1628369,NA,NA,12,9,480000
"0042100401","NBA",1,50,"07:53","[BOS] Team Rebound",0,-80,1,0,1,4,1610612738,1610612738,0,NA,NA,12,9,480001
"0042100401","NBA",1,51,"07:53","[BOS] Tatum Free Throw 2 of 2 Missed",0,-80,2,0,12,3,1610612738,1610612738,1628369,NA,NA,12,9,500000
"0042100401","NBA",1,52,"07:51","[GSW] Looney Rebound (Off:1 Def:1)",0,-80,0,0,0,4,1610612744,1610612738,1626172,NA,NA,12,9,500001
"0042100401","NBA",1,53,"07:31","[GSW 14-9] Wiggins Driving Floating Jump Shot: Made (6 PTS) Assist: Thompson (1 AST)",2,38,2,0,101,1,1610612744,1610612744,203952,202691,NA,14,9,520000
"0042100401","NBA",1,55,"07:23","[BOS 12-14] Horford 3pt Shot: Made (3 PTS) Assist: Tatum (3 AST)",-11,272,3,0,1,1,1610612738,1610612738,201143,1628369,NA,14,12,540000
"0042100401","NBA",1,58,"07:14","[GSW 17-12] Curry 3pt Shot: Made (8 PTS)",-49,262,3,1,103,1,1610612744,1610612744,201939,NA,NA,17,12,560000
"0042100401","NBA",1,59,"06:49","[BOS] Horford Fadeaway Jump Shot: Missed",-39,105,2,0,63,2,1610612738,1610612738,201143,NA,NA,17,12,570000
"0042100401","NBA",1,60,"06:46","[BOS] Brown Rebound (Off:1 Def:1)",-39,105,1,0,0,4,1610612738,1610612738,1627759,NA,NA,17,12,580000
"0042100401","NBA",1,61,"06:43","[BOS 14-17] Williams III Alley Oop Dunk Shot: Made (2 PTS) Assist: Smart (1 AST)",-9,15,2,0,52,1,1610612738,1610612738,1629057,203935,NA,17,14,590000
"0042100401","NBA",1,63,"06:17","[GSW] Green 3pt Shot: Missed",-196,175,3,0,1,2,1610612744,1610612744,203110,NA,NA,17,14,610000
"0042100401","NBA",1,64,"06:15","[BOS] Smart Rebound (Off:0 Def:1)",-196,175,0,0,0,4,1610612738,1610612744,203935,NA,NA,17,14,620000
"0042100401","NBA",1,65,"06:05","[BOS] Horford 3pt Shot: Missed",-174,183,3,0,1,2,1610612738,1610612738,201143,NA,NA,17,14,630000
"0042100401","NBA",1,66,"06:03","[GSW] Curry Rebound (Off:0 Def:2)",-174,183,0,0,0,4,1610612744,1610612738,201939,NA,NA,17,14,640000
"0042100401","NBA",1,67,"05:57","[GSW 20-14] Curry 3pt Shot: Made (11 PTS)",135,254,3,1,79,1,1610612744,1610612744,201939,NA,NA,20,14,650000
"0042100401","NBA",1,68,"05:55","[BOS] Team Timeout : Regular",0,-80,0,0,1,9,1610612738,1610612738,1610612738,NA,NA,20,14,660000
"0042100401","NBA",1,69,"05:55","[GSW] Green Substitution replaced by Poole",0,-80,0,0,0,8,1610612744,1610612738,203110,1629673,NA,20,14,670000
"0042100401","NBA",1,70,"05:55","[BOS] Tatum Substitution replaced by White",0,-80,0,0,0,8,1610612738,1610612738,1628369,1628401,NA,20,14,680000
"0042100401","NBA",1,71,"05:55","[BOS] Williams III Substitution replaced by Williams",0,-80,0,0,0,8,1610612738,1610612738,1629057,1629684,NA,20,14,690000
"0042100401","NBA",1,75,"05:42","[BOS 16-20] Brown Turnaround Fadeaway shot: Made (2 PTS)",-44,95,2,0,86,1,1610612738,1610612738,1627759,NA,NA,20,16,730000
"0042100401","NBA",1,76,"05:27","[GSW 23-16] Curry 3pt Shot: Made (14 PTS)",23,275,3,0,79,1,1610612744,1610612744,201939,NA,NA,23,16,740000
"0042100401","NBA",1,77,"05:11","[BOS] Brown 3pt Shot: Missed",123,229,3,0,1,2,1610612738,1610612738,1627759,NA,NA,23,16,750000
"0042100401","NBA",1,78,"05:07","[GSW] Curry Rebound (Off:0 Def:3)",123,229,0,0,0,4,1610612744,1610612738,201939,NA,NA,23,16,760000
"0042100401","NBA",1,79,"05:04","[GSW] Looney Running Layup Shot: Missed",-43,13,2,1,41,2,1610612744,1610612744,1626172,NA,1627759,23,16,770000
"0042100401","NBA",1,81,"05:02","[BOS] Williams Rebound (Off:0 Def:1)",-43,13,0,0,0,4,1610612738,1610612744,1629684,NA,NA,23,16,790000
"0042100401","NBA",1,82,"04:56","[BOS 18-23] Brown Driving Dunk Shot: Made (4 PTS) Assist: White (1 AST)",20,24,2,0,9,1,1610612738,1610612738,1627759,1628401,NA,23,18,800000
"0042100401","NBA",1,84,"04:45","[GSW] Poole 3pt Shot: Missed",145,223,3,0,1,2,1610612744,1610612744,1629673,NA,NA,23,18,820000
"0042100401","NBA",1,85,"04:42","[BOS] Horford Rebound (Off:0 Def:2)",145,223,0,0,0,4,1610612738,1610612744,201143,NA,NA,23,18,830000
"0042100401","NBA",1,86,"04:36","[BOS] Brown 3pt Shot: Missed",137,230,3,0,1,2,1610612738,1610612738,1627759,NA,NA,23,18,840000
"0042100401","NBA",1,87,"04:33","[GSW] Team Rebound",137,230,0,0,0,4,1610612744,1610612738,0,NA,NA,23,18,850000
"0042100401","NBA",1,88,"04:33","Stoppage: Out-of-Bounds",0,-80,0,0,3,20,0,1610612744,0,NA,NA,23,18,860000
"0042100401","NBA",1,89,"04:14","[GSW] Looney Turnover : Out of Bounds Lost Ball Turnover (1 TO)",7,23,0,0,40,5,1610612744,1610612744,1626172,NA,NA,23,18,870000
