"game_id","league","period","event_num","clock","description","locX","locY","opt1","opt2","event_action_type","event_type","team_id","offense_team_id","player1_id","player2_id","player3_id","home_score","away_score","order"
"0042100306","NBA",1,2,"12:00","Start Period",0,-80,0,0,0,12,0,0,0,NA,NA,0,0,20000
"0042100306","NBA",1,4,"11:57","Jump Ball Horford vs Adebayo (Williams III gains possession)",0,-80,0,0,0,10,1610612738,1610612738,201143,1629057,1628389,0,0,60000
"0042100306","NBA",1,7,"11:35","[BOS] Tatum Turnover : Bad Pass (1 TO) Steal:Tucker (1 ST)",72,174,1,0,1,5,1610612738,1610612738,1628369,NA,200782,0,0,70000
"0042100306","NBA",1,9,"11:23","[MIA] Lowry Driving Layup Shot: Missed",12,20,2,0,6,2,1610612748,1610612748,200768,NA,NA,0,0,90000
"0042100306","NBA",1,10,"11:21","[BOS] Williams III Rebound (Off:0 Def:1)",12,20,0,0,0,4,1610612738,1610612748,1629057,NA,NA,0,0,100000
"0042100306","NBA",1,12,"11:19","[BOS] Williams III Turnover : Step Out of Bounds Turnover (1 TO)",-186,834,0,0,39,5,1610612738,1610612738,1629057,NA,NA,0,0,120000
"0042100306","NBA",1,13,"11:15","[MIA 3-0] Tucker 3pt Shot: Made (3 PTS) Assist: Butler (1 AST)",234,39,3,0,1,1,1610612748,1610612748,200782,202710,NA,0,3,130000
"0042100306","NBA",1,15,"11:00","[BOS] Horford 3pt Shot: Missed",189,178,3,0,1,2,1610612738,1610612738,201143,NA,NA,0,3,150000
"0042100306","NBA",1,16,"10:58","[MIA] Lowry Rebound (Off:0 Def:1)",189,178,0,0,0,4,1610612748,1610612738,200768,NA,NA,0,3,160000
"0042100306","NBA",1,17,"10:49","[MIA 5-0] Butler Layup Shot: Made (2 PTS) Assist: Lowry (1 AST)",31,46,2,0,5,1,1610612748,1610612748,202710,200768,NA,0,5,170000
"0042100306","NBA",1,19,"10:37","[BOS 3-5] Tatum 3pt Shot: Made (3 PTS) Assist: Horford (1 AST)",151,218,3,0,1,1,1610612738,1610612738,1628369,201143,NA,3,5,190000
"0042100306","NBA",1,21,"10:25","[MIA] Adebayo Driving Floating Jump Shot: Missed",0,61,2,0,101,2,1610612748,1610612748,1628389,NA,NA,3,5,210000
"0042100306","NBA",1,22,"10:23","[BOS] Tatum Rebound (Off:0 Def:1)",0,61,0,0,0,4,1610612738,1610612748,1628369,NA,NA,3,5,220000
"0042100306","NBA",1,23,"10:11","[MIA] Tucker Foul: Shooting (1 PF) (2 FTA) (C Kirkland)",7,26,0,0,2,6,1610612748,1610612738,200782,NA,1628369,3,5,230000
"0042100306","NBA",1,25,"10:11","[BOS 4-5] Tatum Free Throw 1 of 2 (4 PTS)",0,-80,1,0,11,3,1610612738,1610612738,1628369,NA,NA,4,5,250000
"0042100306","NBA",1,26,"10:11","[BOS 5-5] Tatum Free Throw 2 of 2 (5 PTS)",0,-80,1,0,12,3,1610612738,1610612738,1628369,NA,NA,5,5,260000
"0042100306","NBA",1,27,"10:02","[MIA] Strus Turnover : Out of Bounds Lost Ball Turnover (1 TO)",217,168,0,0,40,5,1610612748,1610612748,1629622,NA,NA,5,5,270000
"0042100306","NBA",1,28,"09:43","[BOS] Horford Turnover : Bad Pass (1 TO) Steal:Butler (1 ST)",-148,234,1,0,1,5,1610612738,1610612738,201143,NA,202710,5,5,280000
"0042100306","NBA",1,30,"09:38","[MIA 7-5] Strus Running Dunk Shot: Made (2 PTS) Assist: Butler (2 AST)",15,2,2,1,50,1,1610612748,1610612748,1629622,202710,NA,5,7,300000
"0042100306","NBA",1,32,"09:16","[BOS] Smart 3pt Shot: Missed",-150,225,3,0,1,2,1610612738,1610612738,203935,NA,NA,5,7,320000
"0042100306","NBA",1,33,"09:13","[MIA] Adebayo Rebound (Off:0 Def:1)",-150,225,0,0,0,4,1610612748,1610612738,1628389,NA,NA,5,7,330000
"0042100306","NBA",1,34,"09:02","[MIA 10-5] Lowry 3pt Shot: Made (3 PTS) Assist: Adebayo (1 AST)",-183,184,3,0,79,1,1610612748,1610612748,200768,1628389,NA,5,10,340000
"0042100306","NBA",1,36,"08:42","[BOS] Tatum 3pt Shot: Missed",135,221,3,0,79,2,1610612738,1610612738,1628369,NA,NA,5,10,360000
"0042100306","NBA",1,37,"08:40","[MIA] Lowry Rebound (Off:0 Def:2)",135,221,0,0,0,4,1610612748,1610612738,200768,NA,NA,5,10,370000
"0042100306","NBA",1,38,"08:37","[MIA] Strus Running Layup Shot: Missed",32,23,2,1,41,2,1610612748,1610612748,1629622,NA,1628369,5,10,380000
"0042100306","NBA",1,40,"08:35","[MIA] Tucker Rebound (Off:1 Def:0)",32,23,1,0,0,4,1610612748,1610612748,200782,NA,NA,5,10,400000
"0042100306","NBA",1,41,"08:26","[MIA 12-5] Lowry Driving Layup Shot: Made (5 PTS)",13,18,2,0,6,1,1610612748,1610612748,200768,NA,NA,5,12,410000
"0042100306","NBA",1,42,"08:26","[BOS] Team Timeout : Regular",0,-80,0,0,1,9,1610612738,1610612738,1610612738,NA,NA,5,12,420000
"0042100306","NBA",1,43,"08:07","[BOS] Williams III Fadeaway Jump Shot: Missed",-53,32,2,0,63,2,1610612738,1610612738,1629057,NA,NA,5,12,430000
"0042100306","NBA",1,44,"08:04","[BOS] Smart Rebound (Off:1 Def:0)",-53,32,1,0,0,4,1610612738,1610612738,203935,NA,NA,5,12,440000
"0042100306","NBA",1,46,"08:02","[BOS] Horford Layup Shot: Missed",-6,40,2,0,5,2,1610612738,1610612738,201143,NA,200768,5,12,460000
"0042100306","NBA",1,48,"08:00","[MIA] Team Rebound",-6,40,0,0,0,4,1610612748,1610612738,0,NA,NA,5,12,480000
