"game_id","league","period","event_num","clock","description","locX","locY","opt1","opt2","event_action_type","event_type","team_id","offense_team_id","player1_id","player2_id","player3_id","home_score","away_score","order"
"0042100313","NBA",1,2,"12:00","Start Period",0,-80,0,0,0,12,0,0,0,NA,NA,0,0,20000
"0042100313","NBA",1,4,"11:58","Jump Ball Powell vs Looney (Doncic gains possession)",0,-80,0,0,0,10,1610612742,1610612742,203939,1629029,1626172,0,0,60000
"0042100313","NBA",1,7,"11:41","[DAL] Doncic Turnover : Bad Pass (1 TO) Steal:Looney (1 ST)",-59,64,1,0,1,5,1610612742,1610612742,1629029,NA,1626172,0,0,70000
"0042100313","NBA",1,9,"11:26","[GSW] Wiggins Step Back Jump shot: Missed",-103,127,2,0,80,2,1610612744,1610612744,203952,NA,NA,0,0,90000
"0042100313","NBA",1,10,"11:23","[DAL] Doncic Rebound (Off:0 Def:1)",-103,127,0,0,0,4,1610612742,1610612744,1629029,NA,NA,0,0,100000
"0042100313","NBA",1,11,"11:09","[GSW] Thompson Foul: Shooting (1 PF) (2 FTA) (J Tiven)",142,105,0,0,2,6,1610612744,1610612742,202691,NA,1629029,0,0,110000
"0042100313","NBA",1,13,"11:09","[DAL] Doncic Free Throw 1 of 2 Missed",0,-80,2,0,11,3,1610612742,1610612742,1629029,NA,NA,0,0,130000
"0042100313","NBA",1,14,"11:09","[DAL] Team Rebound",0,-80,1,0,1,4,1610612742,1610612742,0,NA,NA,0,0,130001
"0042100313","NBA",1,15,"11:09","[DAL 1-0] Doncic Free Throw 2 of 2 (1 PTS)",0,-80,1,0,12,3,1610612742,1610612742,1629029,NA,NA,1,0,150000
"0042100313","NBA",1,16,"10:56","[GSW 2-1] Looney Cutting Layup Shot: Made (2 PTS) Assist: Curry (1 AST)",-5,3,2,0,98,1,1610612744,1610612744,1626172,201939,NA,1,2,160000
"0042100313","NBA",1,18,"10:45","[DAL 3-2] Doncic Driving Layup Shot: Made (3 PTS)",-16,4,2,0,6,1,1610612742,1610612742,1629029,NA,NA,3,2,180000
"0042100313","NBA",1,19,"10:31","[DAL] Powell Foul: Shooting (1 PF) (2 FTA) (J Tiven)",32,12,0,0,2,6,1610612742,1610612744,203939,NA,202691,3,2,190000
"0042100313","NBA",1,21,"10:31","[GSW 3-3] Thompson Free Throw 1 of 2 (1 PTS)",0,-80,1,0,11,3,1610612744,1610612744,202691,NA,NA,3,3,210000
