game_id,team_id,player_id,player_name,team_name,1pt_shooting_percentage,2pt_shooting_percentage,3pt_shooting_percentage,1pt_made,2pt_made,3pt_made,1pt_missed,2pt_missed,3pt_missed,1pt_total,2pt_total,3pt_total
g0042100315,1610612744,201939,Stephen Curry,Golden State Warriors,100.0,30.0,28.57,3,3,2,0,7,5,3,10,7
g0042100315,1610612742,1628373,Frank Ntilikina,Dallas Mavericks,0,0,40.0,0,0,2,0,0,3,0,0,5
g0042100315,1610612742,202722,Davis Bertans,Dallas Mavericks,0,0,50.0,0,0,1,0,0,1,0,0,2
g0042100315,1610612742,1629029,Luka Doncic,Dallas Mavericks,71.43,46.67,23.08,5,7,3,2,8,10,7,15,13
g0042100315,1610612742,203493,Reggie Bullock,Dallas Mavericks,0,0,50.0,0,0,2,0,0,2,0,0,4
g0042100315,1610612744,203110,Draymond Green,Golden State Warriors,100.0,83.33,100.0,4,5,1,0,1,0,4,6,1
g0042100315,1610612744,1629673,Jordan Poole,Golden State Warriors,100.0,100.0,33.33,3,5,1,0,0,2,3,5,3
g0042100315,1610612742,203504,Trey Burke,Dallas Mavericks,0,0,66.67,0,0,2,0,0,1,0,0,3
g0042100315,1610612744,202357,Nemanja Bjelica,Golden State Warriors,0,33.33,100.0,0,1,1,0,2,0,0,3,1
g0042100401,1610612738,1629057,Robert Williams III,Boston Celtics,0,100.0,0,0,4,0,0,0,0,0,4,0
g0042100401,1610612738,203935,Marcus Smart,Boston Celtics,0,75.0,57.14,0,3,4,0,1,3,0,4,7
g0042100401,1610612744,1627814,Damion Lee,Golden State Warriors,0,0,0.0,0,0,0,0,0,1,0,0,1
g0042100401,1610612744,203952,Andrew Wiggins,Golden State Warriors,100.0,75.0,28.57,2,6,2,0,2,5,2,8,7
g0042100401,1610612738,1628464,Daniel Theis,Boston Celtics,0,0,100.0,0,0,1,0,0,0,0,0,1
g0042100401,1610612744,2738,Andre Iguodala,Golden State Warriors,0,66.67,100.0,0,2,1,0,1,0,0,3,1
g0042100401,1610612738,201143,Al Horford,Boston Celtics,66.67,75.0,75.0,2,3,6,1,1,2,3,4,8
g0042100401,1610612744,1626172,Kevon Looney,Golden State Warriors,100.0,25.0,0,2,1,0,0,3,0,2,4,0
g0042100401,1610612744,202691,Klay Thompson,Golden State Warriors,0,42.86,42.86,0,3,3,0,4,4,0,7,7
g0042100401,1610612738,1628369,Jayson Tatum,Boston Celtics,71.43,16.67,20.0,5,2,1,2,10,4,7,12,5
g0042100401,1610612744,201939,Stephen Curry,Golden State Warriors,75.0,45.45,50.0,3,5,7,1,6,7,4,11,14
g0042100401,1610612744,203490,Otto Porter Jr.,Golden State Warriors,0,0,80.0,0,0,4,0,0,1,0,0,5
g0042100401,1610612744,203110,Draymond Green,Golden State Warriors,0.0,25.0,0.0,0,2,0,3,6,4,3,8,4
g0042100401,1610612744,1629673,Jordan Poole,Golden State Warriors,100.0,50.0,20.0,4,1,1,0,1,4,4,2,5
g0042100401,1610612738,1627759,Jaylen Brown,Boston Celtics,100.0,53.33,25.0,2,8,2,0,7,6,2,15,8
g0042100401,1610612738,1628401,Derrick White,Boston Celtics,100.0,33.33,62.5,4,1,5,0,2,3,4,3,8
g0042100401,1610612738,1629684,Grant Williams,Boston Celtics,0,0.0,0.0,0,0,0,0,1,1,0,1,1
g0042100401,1610612744,202357,Nemanja Bjelica,Golden State Warriors,0,0,100.0,0,0,1,0,0,0,0,0,1
g0042100401,1610612738,1630202,Payton Pritchard,Boston Celtics,0,100.0,66.67,0,1,2,0,0,1,0,1,3
g0042100402,1610612738,1629057,Robert Williams III,Boston Celtics,0,100.0,0,0,1,0,0,0,0,0,1,0
g0042100402,1610612744,1627780,Gary Payton II,Golden State Warriors,0.0,100.0,100.0,0,2,1,2,0,0,2,2,1
g0042100402,1610612738,203917,Nik Stauskas,Boston Celtics,0,0,50.0,0,0,1,0,0,1,0,0,2
g0042100402,1610612738,1628436,Luke Kornet,Boston Celtics,0,100.0,0,0,1,0,0,0,0,0,1,0
g0042100402,1610612738,1630238,Malik Fitts,Boston Celtics,0,0,100.0,0,0,1,0,0,0,0,0,1
g0042100402,1610612738,203935,Marcus Smart,Boston Celtics,0,33.33,0.0,0,1,0,0,2,3,0,3,3
g0042100402,1610612744,1627814,Damion Lee,Golden State Warriors,0,0,0.0,0,0,0,0,0,1,0,0,1
g0042100402,1610612744,203952,Andrew Wiggins,Golden State Warriors,50.0,22.22,66.67,1,2,2,1,7,1,2,9,3
g0042100402,1610612738,1628464,Daniel Theis,Boston Celtics,0,0,0.0,0,0,0,0,0,1,0,0,1
g0042100402,1610612738,201143,Al Horford,Boston Celtics,0,25.0,0,0,1,0,0,3,0,0,4,0
g0042100402,1610612744,1626172,Kevon Looney,Golden State Warriors,0,100.0,0,0,6,0,0,0,0,0,6,0
g0042100402,1610612744,202691,Klay Thompson,Golden State Warriors,100.0,27.27,12.5,2,3,1,0,8,7,2,11,8
g0042100402,1610612744,1630541,Moses Moody,Golden State Warriors,0,100.0,0,0,1,0,0,0,0,0,1,0
g0042100402,1610612738,1628369,Jayson Tatum,Boston Celtics,75.0,20.0,66.67,6,2,6,2,8,3,8,10,9
g0042100402,1610612744,201939,Stephen Curry,Golden State Warriors,85.71,44.44,41.67,6,4,5,1,5,7,7,9,12
g0042100402,1610612738,1630174,Aaron Nesmith,Boston Celtics,0,100.0,0.0,0,2,0,0,0,2,0,2,2
g0042100402,1610612744,203490,Otto Porter Jr.,Golden State Warriors,0,0,100.0,0,0,1,0,0,0,0,0,1
g0042100402,1610612744,203110,Draymond Green,Golden State Warriors,71.43,100.0,0.0,5,2,0,2,0,1,7,2,1
g0042100402,1610612744,1629673,Jordan Poole,Golden State Warriors,0,20.0,55.56,0,1,5,0,4,4,0,5,9
g0042100402,1610612738,1630573,Sam Hauser,Boston Celtics,0,0,50.0,0,0,1,0,0,1,0,0,2
g0042100402,1610612738,1627759,Jaylen Brown,Boston Celtics,80.0,25.0,33.33,4,2,3,1,6,6,5,8,9
g0042100402,1610612738,1628401,Derrick White,Boston Celtics,100.0,22.22,50.0,2,2,2,0,7,2,2,9,4
g0042100402,1610612738,1629684,Grant Williams,Boston Celtics,50.0,100.0,100.0,1,1,1,1,0,0,2,1,1
g0042100402,1610612744,202357,Nemanja Bjelica,Golden State Warriors,0,75.0,0,0,3,0,0,1,0,0,4,0
g0042100402,1610612738,1630202,Payton Pritchard,Boston Celtics,0,50.0,0.0,0,2,0,0,2,3,0,4,3
g0042100402,1610612744,1629308,Juan Toscano-Anderson,Golden State Warriors,0,0,0.0,0,0,0,0,0,1,0,0,1
g0042100403,1610612738,1629057,Robert Williams III,Boston Celtics,0,80.0,0,0,4,0,0,1,0,0,5,0
g0042100403,1610612744,1627780,Gary Payton II,Golden State Warriors,100.0,0.0,0,2,0,0,0,2,0,2,2,0
g0042100403,1610612738,203917,Nik Stauskas,Boston Celtics,0,0,0.0,0,0,0,0,0,1,0,0,1
g0042100403,1610612738,203935,Marcus Smart,Boston Celtics,71.43,50.0,42.86,5,5,3,2,5,4,7,10,7
g0042100403,1610612744,1627814,Damion Lee,Golden State Warriors,0,0,0.0,0,0,0,0,0,1,0,0,1
g0042100403,1610612744,203952,Andrew Wiggins,Golden State Warriors,75.0,60.0,16.67,3,6,1,1,4,5,4,10,6
g0042100403,1610612738,201143,Al Horford,Boston Celtics,0.0,80.0,50.0,0,4,1,2,1,1,2,5,2
g0042100403,1610612744,1626172,Kevon Looney,Golden State Warriors,0,75.0,0,0,3,0,0,1,0,0,4,0
g0042100403,1610612744,202691,Klay Thompson,Golden State Warriors,100.0,50.0,38.46,6,2,5,0,2,8,6,4,13
g0042100403,1610612738,1628369,Jayson Tatum,Boston Celtics,83.33,42.86,33.33,5,6,3,1,8,6,6,14,9
g0042100403,1610612744,201939,Stephen Curry,Golden State Warriors,100.0,54.55,54.55,1,6,6,0,5,5,1,11,11
g0042100403,1610612738,1630174,Aaron Nesmith,Boston Celtics,0,0.0,0,0,0,0,0,1,0,0,1,0
g0042100403,1610612744,203490,Otto Porter Jr.,Golden State Warriors,0,0,66.67,0,0,2,0,0,1,0,0,3
g0042100403,1610612744,203110,Draymond Green,Golden State Warriors,0,50.0,0.0,0,1,0,0,1,2,0,2,2
g0042100403,1610612744,1629673,Jordan Poole,Golden State Warriors,50.0,75.0,25.0,1,3,1,1,1,3,2,4,4
g0042100403,1610612738,1630573,Sam Hauser,Boston Celtics,0,0.0,0,0,0,0,0,1,0,0,1,0
g0042100403,1610612738,1627759,Jaylen Brown,Boston Celtics,83.33,62.5,50.0,5,5,4,1,3,4,6,8,8
g0042100403,1610612738,1628401,Derrick White,Boston Celtics,100.0,50.0,0.0,1,3,0,0,3,3,1,6,3
g0042100403,1610612738,1629684,Grant Williams,Boston Celtics,50.0,100.0,25.0,1,3,1,1,0,3,2,3,4
g0042100403,1610612744,202357,Nemanja Bjelica,Golden State Warriors,0,0.0,0,0,0,0,0,1,0,0,1,0
g0042100403,1610612738,1630202,Payton Pritchard,Boston Celtics,0,0.0,100.0,0,0,1,0,1,0,0,1,1
g0042100404,1610612738,1629057,Robert Williams III,Boston Celtics,50.0,100.0,0,1,3,0,1,0,0,2,3,0
g0042100404,1610612744,1627780,Gary Payton II,Golden State Warriors,50.0,100.0,0.0,1,2,0,1,0,1,2,2,1
g0042100404,1610612738,203935,Marcus Smart,Boston Celtics,100.0,44.44,33.33,1,4,3,0,5,6,1,9,9
g0042100404,1610612744,203952,Andrew Wiggins,Golden State Warriors,50.0,45.45,33.33,1,5,2,1,6,4,2,11,6
g0042100404,1610612738,201143,Al Horford,Boston Celtics,100.0,0,33.33,2,0,2,0,0,4,2,0,6
g0042100404,1610612744,1626172,Kevon Looney,Golden State Warriors,0,75.0,0,0,3,0,0,1,0,0,4,0
g0042100404,1610612744,202691,Klay Thompson,Golden State Warriors,0,42.86,40.0,0,3,4,0,4,6,0,7,10
g0042100404,1610612738,1628369,Jayson Tatum,Boston Celtics,60.0,26.67,50.0,3,4,4,2,11,4,5,15,8
g0042100404,1610612744,201939,Stephen Curry,Golden State Warriors,88.89,58.33,50.0,8,7,7,1,5,7,9,12,14
g0042100404,1610612744,203490,Otto Porter Jr.,Golden State Warriors,100.0,0,0.0,2,0,0,0,0,2,2,0,2
g0042100404,1610612744,203110,Draymond Green,Golden State Warriors,0,20.0,0.0,0,1,0,0,4,2,0,5,2
g0042100404,1610612744,1629673,Jordan Poole,Golden State Warriors,0,66.67,28.57,0,4,2,0,2,5,0,6,7
g0042100404,1610612738,1627759,Jaylen Brown,Boston Celtics,50.0,53.85,33.33,1,7,2,1,6,4,2,13,6
g0042100404,1610612738,1628401,Derrick White,Boston Celtics,100.0,14.29,60.0,5,1,3,0,6,2,5,7,5
g0042100404,1610612738,1629684,Grant Williams,Boston Celtics,0,0,50.0,0,0,1,0,0,1,0,0,2
g0042100404,1610612744,202357,Nemanja Bjelica,Golden State Warriors,0,0.0,0.0,0,0,0,0,1,1,0,1,1
g0042100404,1610612738,1630202,Payton Pritchard,Boston Celtics,50.0,0,0.0,1,0,0,1,0,2,2,0,2
g0042100405,1610612738,1629057,Robert Williams III,Boston Celtics,100.0,80.0,0,2,4,0,0,1,0,2,5,0
g0042100405,1610612744,1627780,Gary Payton II,Golden State Warriors,100.0,100.0,33.33,2,5,1,0,0,2,2,5,3
g0042100405,1610612738,1628436,Luke Kornet,Boston Celtics,0,0,100.0,0,0,1,0,0,0,0,0,1
g0042100405,1610612744,1630228,Jonathan Kuminga,Golden State Warriors,0,0.0,0,0,0,0,0,1,0,0,1,0
g0042100405,1610612738,203935,Marcus Smart,Boston Celtics,75.0,44.44,50.0,3,4,3,1,5,3,4,9,6
g0042100405,1610612744,1627814,Damion Lee,Golden State Warriors,0,0,0.0,0,0,0,0,0,1,0,0,1
g0042100405,1610612744,203952,Andrew Wiggins,Golden State Warriors,66.67,70.59,0.0,2,12,0,1,5,6,3,17,6
g0042100405,1610612738,201143,Al Horford,Boston Celtics,50.0,33.33,66.67,1,1,2,1,2,1,2,3,3
g0042100405,1610612744,1626172,Kevon Looney,Golden State Warriors,0,50.0,0,0,1,0,0,1,0,0,2,0
g0042100405,1610612744,202691,Klay Thompson,Golden State Warriors,100.0,66.67,45.45,2,2,5,0,1,6,2,3,11
g0042100405,1610612738,1628369,Jayson Tatum,Boston Celtics,33.33,45.45,55.56,2,5,5,4,6,4,6,11,9
g0042100405,1610612744,201939,Stephen Curry,Golden State Warriors,66.67,53.85,0.0,2,7,0,1,6,9,3,13,9
g0042100405,1610612738,1630174,Aaron Nesmith,Boston Celtics,75.0,0,0.0,3,0,0,1,0,1,4,0,1
g0042100405,1610612744,203490,Otto Porter Jr.,Golden State Warriors,0,100.0,0.0,0,1,0,0,0,2,0,1,2
g0042100405,1610612744,203110,Draymond Green,Golden State Warriors,100.0,75.0,0.0,2,3,0,0,1,2,2,4,2
g0042100405,1610612744,1629673,Jordan Poole,Golden State Warriors,100.0,50.0,50.0,3,1,3,0,1,3,3,2,6
g0042100405,1610612738,1627759,Jaylen Brown,Boston Celtics,80.0,38.46,0.0,8,5,0,2,8,5,10,13,5
g0042100405,1610612738,1628401,Derrick White,Boston Celtics,50.0,0.0,0.0,1,0,0,1,1,3,2,1,3
g0042100405,1610612738,1629684,Grant Williams,Boston Celtics,100.0,100.0,0.0,1,1,0,0,0,1,1,1,1
g0042100405,1610612738,1630202,Payton Pritchard,Boston Celtics,0,0,0.0,0,0,0,0,0,3,0,0,3
