game_id,team_id,player_id,1pt_shooting_percentage,2pt_shooting_percentage,3pt_shooting_percentage,1pt_made,2pt_made,3pt_made,1pt_missed,2pt_missed,3pt_missed,1pt_total,2pt_total,3pt_total
g0042100404,1610612738,1627759,50.0,53.85,33.33,1,7,2,1,6,4,2,13,6
g0042100404,1610612738,1628401,100.0,14.29,60.0,5,1,3,0,6,2,5,7,5
g0042100404,1610612738,1629684,0,0,50.0,0,0,1,0,0,1,0,0,2
g0042100404,1610612744,202357,0,0.0,0.0,0,0,0,0,1,1,0,1,1
g0042100404,1610612738,1630202,50.0,0,0.0,1,0,0,1,0,2,2,0,2
g0042100405,1610612738,1629057,100.0,80.0,0,2,4,0,0,1,0,2,5,0
g0042100405,1610612744,1627780,100.0,100.0,33.33,2,5,1,0,0,2,2,5,3
g0042100405,1610612738,1628436,0,0,100.0,0,0,1,0,0,0,0,0,1
g0042100405,1610612744,1630228,0,0.0,0,0,0,0,0,1,0,0,1,0
g0042100405,1610612738,203935,75.0,44.44,50.0,3,4,3,1,5,3,4,9,6
g0042100405,1610612744,1627814,0,0,0.0,0,0,0,0,0,1,0,0,1
g0042100405,1610612744,203952,66.67,70.59,0.0,2,12,0,1,5,6,3,17,6
g0042100405,1610612738,201143,50.0,33.33,66.67,1,1,2,1,2,1,2,3,3
g0042100405,1610612744,1626172,0,50.0,0,0,1,0,0,1,0,0,2,0
g0042100405,1610612744,202691,100.0,66.67,45.45,2,2,5,0,1,6,2,3,11
g0042100405,1610612738,1628369,33.33,45.45,55.56,2,5,5,4,6,4,6,11,9
g0042100405,1610612744,201939,66.67,53.85,0.0,2,7,0,1,6,9,3,13,9
g0042100405,1610612738,1630174,75.0,0,0.0,3,0,0,1,0,1,4,0,1
g0042100405,1610612744,203490,0,100.0,0.0,0,1,0,0,0,2,0,1,2
g0042100405,1610612744,203110,100.0,75.0,0.0,2,3,0,0,1,2,2,4,2
g0042100405,1610612744,1629673,100.0,50.0,50.0,3,1,3,0,1,3,3,2,6
g0042100405,1610612738,1627759,80.0,38.46,0.0,8,5,0,2,8,5,10,13,5
g0042100405,1610612738,1628401,50.0,0.0,0.0,1,0,0,1,1,3,2,1,3
g0042100405,1610612738,1629684,100.0,100.0,0.0,1,1,0,0,0,1,1,1,1
g0042100405,1610612738,1630202,0,0,0.0,0,0,0,0,0,3,0,0,3
